loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,dtir1
cf,Male,nopre,type1,p3,l1,nopc,nob/c,216500,3.5,0.0042,6558.9,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,1800.0,EXP,780.0,CIB,>74,to_inst,60.47486034,North,direct,46.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,256500,3.99,-0.1275,4623.81,360.0,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1U,5160.0,EXP,568.0,EXP,65-74,to_inst,33.83905013,North,direct,42.0
ncf,Female,pre,type1,p3,l1,nopc,nob/c,466500,4.625,0.8165,373.8,360.0,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1U,7860.0,CIB,746.0,CIB,55-64,not_inst,68.80530973,North,direct,39.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,166500,3.99,0.5583,4650.0,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,2820.0,CRIF,603.0,CIB,>74,to_inst,31.53409091,south,direct,31.0
cf,Male,nopre,type2,p2,l1,nopc,b/c,66500,4.25,1.6376,,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,1680.0,CIB,775.0,CIB,55-64,to_inst,37.35955056,North,direct,33.0
ncf,Female,nopre,type1,p3,l1,nopc,nob/c,896500,5.25,0.9298,9745.88,360.0,not_neg,not_int,not_lpsm,1208000.0,sb,pr,home,1U,10500.0,CIB,514.0,CIB,45-54,not_inst,74.21357616,North,direct,42.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,296500,,,,360.0,neg_amm,not_int,not_lpsm,318000.0,sb,pr,home,1U,9660.0,CIB,586.0,CIB,65-74,to_inst,93.23899371,south,direct,41.0
cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,136500,4.875,0.5171,4185.0,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,2760.0,EXP,534.0,CIB,55-64,to_inst,72.60638298,south,direct,24.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,266500,4.875,0.5322,3630.0,360.0,neg_amm,not_int,not_lpsm,448000.0,sb,pr,home,1U,4020.0,CIB,892.0,EXP,65-74,to_inst,59.48660714,North,direct,38.0
cf,Joint,nopre,type2,p3,l1,nopc,b/c,126500,4.125,1.3591,690.0,240.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,6540.0,CIB,818.0,EXP,55-64,to_inst,85.47297297,North,direct,30.0
cf,Female,pre,type1,p3,l1,nopc,nob/c,726500,4.375,0.2631,13863.75,360.0,not_neg,not_int,not_lpsm,998000.0,sb,pr,home,1U,18840.0,CIB,600.0,CIB,45-54,to_inst,72.79559118,North,direct,30.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,496500,3.375,-0.3546,4246.49,360.0,not_neg,not_int,not_lpsm,858000.0,sb,pr,home,1U,7740.0,EXP,782.0,EXP,45-54,not_inst,57.86713287,North,direct,35.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,136500,3.25,0.5805,4557.5,180.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,4560.0,CRIF,828.0,CIB,65-74,to_inst,55.04032258,south,direct,22.0
cf,Female,nopre,type1,p1,l1,nopc,nob/c,236500,3.875,0.306,6495.0,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,2400.0,CIB,590.0,CIB,45-54,not_inst,79.36241611,North,direct,45.0
cf,Sex Not Available,nopre,type1,p1,l2,nopc,nob/c,596500,4.375,0.187,1630.0,360.0,not_neg,not_int,not_lpsm,748000.0,sb,pr,home,1U,10140.0,EXP,662.0,EXP,35-44,not_inst,79.7459893,south,direct,34.0
cf,Female,pre,type3,p3,l1,nopc,nob/c,296500,3.375,-0.2628,,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,4620.0,EXP,734.0,CIB,45-54,to_inst,67.69406393,North,direct,42.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,236500,,,,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,3540.0,CIB,801.0,CIB,35-44,to_inst,72.10365854,south,direct,23.0
cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,406500,,,,360.0,not_neg,not_int,not_lpsm,958000.0,sb,pr,home,1U,4560.0,EXP,889.0,EXP,55-64,to_inst,42.43215031,south,direct,58.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,486500,4.125,0.5898,6475.92,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,9720.0,CIB,668.0,EXP,35-44,not_inst,80.01644737,North,direct,46.0
ncf,Male,nopre,type2,p4,l1,nopc,b/c,136500,3.99,0.5378,720.7,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,2880.0,EXP,743.0,CIB,55-64,not_inst,76.68539326,North,direct,20.0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,96500,3.99,0.7983,4103.6,360.0,not_neg,not_int,not_lpsm,128000.0,sb,ir,home,1U,9180.0,CRIF,809.0,CIB,55-64,not_inst,75.390625,south,direct,31.0
cf,Sex Not Available,pre,type2,p4,l1,nopc,b/c,166500,,,,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,,EXP,591.0,CIB,35-44,to_inst,93.53932584,south,direct,
cf,Female,nopre,type1,p4,l1,nopc,nob/c,416500,,,,360.0,neg_amm,not_int,not_lpsm,508000.0,sb,pr,home,1U,9600.0,CIB,526.0,CIB,25-34,not_inst,81.98818898,south,direct,25.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,96500,3.25,0.5974,2734.03,180.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,2760.0,CRIF,776.0,CIB,25-34,to_inst,57.44047619,south,direct,26.0
cf,Male,nopre,type2,p3,l1,nopc,b/c,326500,3.99,1.094,4427.91,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,6660.0,EXP,575.0,CIB,35-44,to_inst,71.28820961,North,direct,29.0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,306500,3.99,0.4305,6343.75,360.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,4560.0,CIB,824.0,CIB,>74,to_inst,68.41517857,North,direct,32.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,116500,3.99,0.5521,2961.88,180.0,neg_amm,not_int,not_lpsm,168000.0,sb,pr,home,1U,4620.0,EXP,605.0,EXP,25-34,to_inst,69.3452381,North,direct,35.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,456500,3.25,0.1804,16102.5,360.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,9900.0,CIB,882.0,CIB,35-44,to_inst,88.12741313,south,direct,30.0
cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,356500,,,,360.0,not_neg,not_int,not_lpsm,378000.0,sb,ir,home,1U,7500.0,EXP,730.0,EXP,45-54,to_inst,94.31216931,south,direct,37.0
cf,Female,nopre,type1,p3,l2,nopc,nob/c,106500,,,,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,2400.0,CIB,559.0,CIB,65-74,to_inst,59.83146067,North,direct,37.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,176500,3.75,0.7811,2394.17,180.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,6900.0,CIB,684.0,EXP,45-54,to_inst,59.22818792,North,direct,27.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,426500,3.75,-0.0446,0.0,360.0,not_neg,int_only,not_lpsm,538000.0,sb,pr,home,1U,5280.0,CRIF,641.0,CIB,35-44,not_inst,79.27509294,south,direct,45.0
cf,Joint,nopre,type2,p3,l1,nopc,b/c,206500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5820.0,EQUI,536.0,EXP,55-64,to_inst,,North,direct,
cf,Male,nopre,type1,p1,l1,nopc,nob/c,376500,4.875,1.492,7970.0,360.0,not_neg,not_int,not_lpsm,468000.0,sb,ir,home,1U,17940.0,CRIF,882.0,CIB,25-34,not_inst,80.44871795,North,direct,38.0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,216500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2940.0,EQUI,727.0,EXP,25-34,to_inst,,south,direct,
cf,Male,pre,type3,p4,l1,nopc,nob/c,406500,3.0,-0.68,4022.34,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,,CIB,679.0,CIB,55-64,not_inst,80.01968504,North,direct,
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,546500,3.75,0.1666,7121.3,360.0,not_neg,not_int,not_lpsm,668000.0,sb,pr,home,1U,11940.0,CRIF,501.0,EXP,45-54,not_inst,81.81137725,central,direct,38.0
cf,Male,nopre,type2,p3,l1,nopc,b/c,316500,4.99,1.2726,253.37,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,14700.0,CIB,565.0,CIB,45-54,to_inst,86.00543478,North,direct,33.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,386500,3.75,0.0967,2287.21,360.0,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1U,8400.0,CRIF,586.0,EXP,35-44,to_inst,50.98944591,North,direct,37.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,346500,3.5,-0.014,2555.0,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,5520.0,CIB,688.0,EXP,35-44,to_inst,62.09677419,North,direct,22.0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,156500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5340.0,EQUI,629.0,EXP,55-64,not_inst,,North,direct,
cf,Female,nopre,type1,p4,l1,nopc,nob/c,376500,3.75,0.502,0.0,240.0,neg_amm,not_int,not_lpsm,648000.0,sb,pr,home,1U,8400.0,CIB,591.0,CIB,45-54,not_inst,58.10185185,south,direct,37.0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,416500,4.25,0.7792,6183.75,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,6840.0,CRIF,794.0,EXP,25-34,to_inst,97.31308411,North,direct,32.0
ncf,Male,pre,type1,p3,l1,nopc,nob/c,196500,4.875,0.8327,1548.0,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,1920.0,CIB,618.0,CIB,55-64,not_inst,44.8630137,central,direct,44.0
cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,106500,,,,300.0,neg_amm,not_int,not_lpsm,138000.0,sb,pr,home,1U,2400.0,CRIF,605.0,CIB,>74,to_inst,77.17391304,south,direct,45.0
cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,406500,2.99,-0.7419,6008.95,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,,EXP,630.0,EXP,55-64,to_inst,72.84946237,south,direct,
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,366500,4.75,0.474,1609.81,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,7740.0,CIB,810.0,EXP,35-44,to_inst,80.02183406,south,direct,40.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,486500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9300.0,EQUI,861.0,EXP,25-34,not_inst,,North,direct,
cf,Male,nopre,type2,p3,l1,nopc,b/c,136500,3.5,0.7845,4268.94,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,3600.0,CRIF,898.0,CIB,25-34,to_inst,62.6146789,North-East,direct,33.0
ncf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,506500,,,,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,6180.0,EXP,568.0,CIB,55-64,to_inst,76.97568389,south,direct,42.0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,236500,3.875,0.6686,8.92,240.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,2820.0,CRIF,516.0,CIB,35-44,not_inst,57.96568627,North,direct,48.0
,Female,nopre,type1,p1,l1,nopc,nob/c,346500,4.0,-0.0711,0.0,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,4380.0,CIB,828.0,CIB,25-34,not_inst,84.92647059,south,direct,42.0
cf,Joint,nopre,type2,p4,l1,nopc,b/c,536500,3.625,0.8943,0.0,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,,CIB,554.0,EXP,35-44,not_inst,96.14695341,North,direct,
cf,Male,nopre,type1,p4,l1,nopc,nob/c,436500,3.75,0.0682,0.0,360.0,not_neg,not_int,not_lpsm,588000.0,sb,sr,home,1U,24420.0,EXP,561.0,CIB,55-64,not_inst,74.23469388,North,direct,32.0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,346500,3.25,-0.5052,0.0,276.0,not_neg,not_int,not_lpsm,1008000.0,sb,pr,home,1U,,CRIF,632.0,CIB,55-64,to_inst,34.375,North,direct,21.0
ncf,Joint,nopre,type1,p4,l1,nopc,nob/c,726500,,,,180.0,not_neg,not_int,not_lpsm,858000.0,sb,pr,home,1U,12240.0,EXP,655.0,EXP,55-64,not_inst,84.67365967,south,direct,38.0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,326500,3.125,0.0388,2559.25,180.0,not_neg,int_only,not_lpsm,418000.0,sb,pr,home,1U,5280.0,CRIF,775.0,CIB,35-44,not_inst,78.11004785,south,direct,42.0
cf,Female,pre,type1,p3,l1,nopc,nob/c,406500,,,,240.0,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1U,3780.0,CIB,742.0,CIB,45-54,not_inst,59.95575221,North,direct,52.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,386500,,,,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,7440.0,CIB,715.0,CIB,65-74,to_inst,58.73860182,North,direct,40.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,626500,3.375,-0.1262,13760.0,360.0,not_neg,not_int,not_lpsm,908000.0,sb,pr,home,1U,13440.0,CIB,735.0,EXP,55-64,to_inst,68.99779736,North,direct,23.0
cf,Male,pre,type1,p4,l1,nopc,nob/c,416500,3.5,-0.2021,2363.48,360.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,8340.0,CIB,689.0,CIB,25-34,not_inst,73.32746479,North,direct,36.0
cf,Joint,pre,type1,p3,l1,nopc,nob/c,186500,4.875,1.3661,5122.81,300.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,4200.0,CRIF,831.0,EXP,45-54,to_inst,72.28682171,North,direct,32.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,456500,2.875,-0.2266,4059.0,180.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,10500.0,CIB,653.0,CIB,35-44,not_inst,72.6910828,North,direct,41.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,276500,5.375,1.3849,5875.0,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,7740.0,EXP,760.0,EXP,25-34,to_inst,75.13586957,North,direct,41.0
ncf,Joint,nopre,type1,p4,l2,nopc,nob/c,1546500,,,,180.0,neg_amm,not_int,not_lpsm,2208000.0,sb,sr,home,1U,21120.0,EXP,878.0,EXP,55-64,to_inst,70.04076087,North,direct,51.0
cf,Joint,nopre,type1,p3,l2,nopc,nob/c,136500,4.5,0.5872,3577.5,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,3420.0,EXP,865.0,EXP,65-74,to_inst,76.68539326,North,direct,31.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,336500,3.75,0.1557,9500.0,360.0,not_neg,not_int,lpsm,608000.0,sb,pr,home,1U,3060.0,CRIF,632.0,EXP,55-64,to_inst,55.34539474,south,direct,43.0
cf,Sex Not Available,nopre,type1,p3,l2,opc,nob/c,106500,,,,300.0,neg_amm,int_only,not_lpsm,1908000.0,sb,pr,home,1U,11400.0,CRIF,568.0,EXP,55-64,to_inst,5.581761006,south,direct,23.0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,376500,3.75,0.062,0.0,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,8340.0,CRIF,817.0,CIB,55-64,not_inst,74.11417323,south,direct,28.0
cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,166500,4.25,1.139,4735.94,180.0,not_neg,not_int,not_lpsm,228000.0,sb,ir,home,1U,30120.0,EXP,595.0,EXP,35-44,to_inst,73.02631579,south,direct,26.0
cf,Female,nopre,type3,p3,l1,nopc,nob/c,216500,3.875,0.6601,4590.0,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,4500.0,CRIF,825.0,CIB,55-64,to_inst,80.78358209,North,direct,30.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,126500,4.99,1.0531,2950.0,360.0,neg_amm,not_int,not_lpsm,228000.0,sb,pr,home,1U,2220.0,CRIF,854.0,CIB,65-74,to_inst,55.48245614,south,direct,21.0
cf,Female,nopre,type2,p3,l1,nopc,b/c,66500,,,,360.0,not_neg,not_int,lpsm,78000.0,sb,pr,home,1U,1980.0,CRIF,532.0,CIB,55-64,to_inst,85.25641026,central,direct,42.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,96500,4.99,1.2485,2868.44,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,1740.0,CRIF,811.0,CIB,55-64,to_inst,42.3245614,North,direct,60.0
ncf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,776500,3.25,-0.3681,7740.0,360.0,not_neg,not_int,not_lpsm,868000.0,sb,pr,home,1U,7920.0,CRIF,865.0,EXP,65-74,not_inst,89.45852535,south,direct,42.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,296500,3.375,0.0599,10010.0,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,4500.0,CRIF,594.0,CIB,45-54,to_inst,80.57065217,south,direct,38.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,136500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5640.0,EQUI,880.0,EXP,65-74,to_inst,,North,direct,
cf,Male,nopre,type1,p4,l1,nopc,nob/c,206500,4.18,0.3121,4262.5,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,5400.0,EXP,510.0,CIB,45-54,to_inst,80.03875969,North,direct,35.0
cf,Female,nopre,type1,p1,l1,nopc,nob/c,416500,4.56,0.3743,0.0,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,7080.0,CIB,849.0,CIB,25-34,not_inst,97.31308411,North,direct,41.0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,196500,5.375,0.7599,3231.56,360.0,not_neg,not_int,not_lpsm,258000.0,sb,ir,home,1U,9240.0,EXP,750.0,EXP,55-64,to_inst,76.1627907,North,direct,45.0
ncf,Sex Not Available,pre,type3,p3,l1,nopc,nob/c,776500,3.5,0.0233,3862.5,360.0,not_neg,not_int,not_lpsm,808000.0,sb,pr,home,1U,6600.0,CRIF,587.0,EXP,65-74,to_inst,96.10148515,south,direct,47.0
cf,Sex Not Available,nopre,type1,p2,l1,nopc,nob/c,156500,,,,180.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6240.0,EQUI,821.0,EXP,55-64,to_inst,,south,direct,
cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,166500,,,,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,3420.0,CIB,641.0,CIB,45-54,to_inst,99.10714286,south,direct,46.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,446500,4.375,-0.0978,267.35,360.0,neg_amm,not_int,not_lpsm,588000.0,sb,pr,home,1U,6360.0,CIB,514.0,CIB,35-44,not_inst,75.93537415,south,direct,43.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,166500,4.99,1.467,4050.0,360.0,not_neg,not_int,lpsm,248000.0,sb,pr,home,1U,3000.0,EXP,828.0,CIB,45-54,to_inst,67.13709677,south,direct,40.0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,486500,3.5,-0.0604,674.49,360.0,not_neg,not_int,not_lpsm,718000.0,sb,pr,home,1U,10620.0,CIB,812.0,CIB,55-64,not_inst,67.75766017,North,direct,23.0
cf,Male,pre,type2,p3,l1,nopc,b/c,126500,,,,360.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,3000.0,EXP,815.0,CIB,45-54,to_inst,85.47297297,North,direct,38.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,426500,3.99,0.0929,6060.61,360.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,6180.0,CIB,617.0,CIB,45-54,to_inst,75.08802817,North,direct,44.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,136500,3.99,0.7481,4305.0,180.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,2820.0,CRIF,585.0,EXP,45-54,to_inst,65.625,North,direct,43.0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,286500,,,,360.0,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1U,3420.0,EXP,577.0,CIB,35-44,not_inst,37.79683377,North,direct,61.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,316500,4.99,1.4914,3218.75,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,5040.0,CIB,660.0,CIB,45-54,to_inst,73.94859813,south,direct,40.0
cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,246500,4.5,0.9905,3709.0,360.0,not_neg,not_int,not_lpsm,778000.0,sb,ir,home,1U,13560.0,EXP,635.0,CIB,45-54,to_inst,31.68380463,south,direct,30.0
cf,Male,nopre,type3,p4,l1,nopc,nob/c,296500,3.25,-0.3534,4598.94,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,,CIB,893.0,CIB,55-64,to_inst,102.9513889,North,direct,
cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,526500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7320.0,EQUI,875.0,EXP,35-44,to_inst,,south,direct,
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,696500,3.99,0.2664,3612.2,360.0,not_neg,not_int,not_lpsm,928000.0,sb,pr,home,1U,10320.0,CIB,894.0,EXP,45-54,not_inst,75.05387931,central,direct,43.0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,406500,3.875,-0.2352,12801.74,360.0,not_neg,not_int,not_lpsm,1668000.0,sb,pr,home,1U,3720.0,CIB,753.0,CIB,>74,to_inst,24.3705036,North,direct,44.0
cf,Female,pre,type2,p4,l1,nopc,b/c,366500,4.75,1.1642,0.0,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,,CRIF,620.0,CIB,45-54,not_inst,92.08542714,North,direct,
cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,666500,,,,360.0,not_neg,int_only,not_lpsm,,sb,pr,home,1U,0.0,EQUI,854.0,EXP,35-44,to_inst,,south,direct,
cf,Female,nopre,type1,p4,l1,nopc,nob/c,476500,3.75,0.0393,5990.0,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,9360.0,EXP,830.0,CIB,35-44,not_inst,79.68227425,south,direct,41.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,306500,3.75,0.3335,10399.0,360.0,not_neg,not_int,not_lpsm,638000.0,sb,pr,home,2U,4140.0,CRIF,678.0,CIB,55-64,to_inst,48.04075235,south,direct,39.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,246500,3.75,0.1925,6498.75,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,2220.0,EXP,873.0,CIB,>74,to_inst,58.97129187,south,direct,44.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,276500,3.99,0.5382,8185.0,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,6300.0,CRIF,798.0,EXP,65-74,to_inst,71.2628866,south,direct,36.0
cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,146500,3.99,0.8549,3900.55,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,2520.0,CIB,882.0,CIB,35-44,to_inst,64.25438596,south,direct,47.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,76500,3.125,0.6133,3203.0,180.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,1800.0,CIB,868.0,CIB,25-34,to_inst,45.53571429,south,direct,40.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,306500,,,,180.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7320.0,EQUI,541.0,EXP,65-74,to_inst,,south,direct,
cf,Male,nopre,type3,p1,l1,nopc,nob/c,586500,3.49,-0.218,0.0,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,4920.0,EXP,512.0,CIB,25-34,not_inst,99.74489796,south,direct,51.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,246500,4.625,0.9897,1759.75,180.0,not_neg,not_int,not_lpsm,328000.0,sb,ir,home,1U,18480.0,EXP,810.0,EXP,45-54,to_inst,75.15243902,North,direct,46.0
cf,Joint,nopre,type2,p4,l1,nopc,b/c,326500,3.25,0.4462,0.0,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,,EXP,833.0,EXP,35-44,not_inst,96.59763314,North,direct,
cf,Female,nopre,type2,p3,l1,nopc,b/c,376500,3.99,0.985,5578.6,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,5160.0,CRIF,688.0,CIB,35-44,to_inst,85.95890411,south,direct,59.0
cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,136500,4.25,0.9746,1615.36,360.0,neg_amm,not_int,not_lpsm,238000.0,sb,pr,home,1U,1680.0,EXP,697.0,CIB,45-54,to_inst,57.35294118,south,direct,45.0
ncf,Sex Not Available,nopre,type1,p3,l2,nopc,nob/c,1006500,3.5,-0.1283,11200.0,180.0,not_neg,not_int,not_lpsm,1468000.0,sb,pr,home,1U,36900.0,CRIF,688.0,CIB,45-54,to_inst,68.5626703,south,direct,23.0
cf,Male,nopre,type1,p3,l2,nopc,nob/c,296500,4.25,0.1056,2975.0,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,5700.0,CRIF,768.0,CIB,55-64,not_inst,69.27570093,south,direct,41.0
cf,Female,nopre,type1,p1,l1,nopc,nob/c,486500,3.875,-0.1166,85.8,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,7380.0,CRIF,564.0,CIB,35-44,not_inst,80.01644737,North,direct,48.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,206500,3.375,-0.0174,5138.12,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,6060.0,CIB,567.0,CIB,25-34,not_inst,67.04545455,central,direct,27.0
cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,206500,3.99,0.9111,0.0,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,5280.0,CRIF,732.0,CIB,55-64,to_inst,80.03875969,south,direct,33.0
